ID,Title,Author(s),Source,Journal,Language(s),Publication year,Fulltext URL 
"S1414-753X2018000100400-scl","Repercussions of environmental transformations produced by hydroelectric power plant construction for the health of local families","ROSA, LISIANE DA, BUSATO, MARIA ASSUNTA, FERRAZ, LUCIMARE, CAMPONOGARA, SILVIAMAR","Ambiente &amp; Sociedade; 21(); -","Ambiente &amp; Sociedade","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2018000100400&lang=pt" 
"S1414-753X2018000100300-scl","ECODESIGN IN THE FURNITURE INDUSTRY: OPPORTUNITIES AND CHALLENGES FOR ORGANIZATIONAL INSERTION","PEREIRA, DELCIO, CUNHA, SIEGLINDE KINDL DA, PEREIRA, LIANDRA","Ambiente &amp; Sociedade; 21(); -","Ambiente &amp; Sociedade","Inglês","2018","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2018000100300&lang=pt" 
"S1414-753X2017000400191-scl","HYDROELECTRIC POWER PLANT IN THE AMAZON AND SOCIOECONOMIC IMPACTS ON FISHERMEN IN FERREIRA GOMES COUNTY- AMAPÁ STATE1","SANTOS, ERICK SILVA DOS, CUNHA, ALAN CAVALCANTI DA, CUNHA, HELENILZA FERREIRA ALBUQUERQUE","Ambiente &amp; Sociedade; 20(4); 191-208","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400191&lang=pt" 
"S1414-753X2017000400145-scl","MEDICATION DISPOSAL: A REFLECTION ABOUT POSSIBLE SANITARY AND ENVIRONMENTAL RISKS","RAMOS, HAYSSA MORAES PINTEL, CRUVINEL, VANESSA RESENDE NOGUEIRA, MEINERS, MICHELINE MARIE MILWARD DE AZEVEDO, QUEIROZ, CAMILA ARAÚJO, GALATO, DAYANI","Ambiente &amp; Sociedade; 20(4); 145-168","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400145&lang=pt" 
"S1414-753X2017000400061-scl","WATER SUPPLY AND SEWAGE SERVICES REGULATION INDICATORS IN POVERTY AREAS: STRUCTURE AND APPLICATION PROCESS IN CUBATÃO-SP, BRAZIL","RASERA, DENISE, MENDES, TASSIA GASPAR, CETRULO, TIAGO BALIEIRO, YOSHII, MARIA PAULA CARDOSO, MALHEIROS, TADEU FABRÍCIO, MOREIRA, RODRIGO MARTINS, MENDIZÁBAL-CORTÉS, ALEJANDRA DANIELA, GUIMARÃES, ESTER FECHE","Ambiente &amp; Sociedade; 20(4); 61-84","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400061&lang=pt" 
"S1414-753X2017000400103-scl","THE FINANCIAL COMPENSATION AND THE DEVELOPMENT OF BRAZILIAN MUNICIPALITIES FLOODED BY HYDROELECTRIC DAMS","PULICE, SÉRGIO MANTOVANI PAIVA, MORETTO, EVANDRO MATEUS","Ambiente &amp; Sociedade; 20(4); 103-126","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400103&lang=pt" 
"S1414-753X2017000400039-scl","ANALYSIS OF PUBLIC POLICIES FOR DEVELOPING THE BRAZILIAN BORDER STRIP","KRÜGER, CAROLINE, DANTAS, MARINA KOLLAND, CASTRO, JOSÉ MARCELO DE, PASSADOR, CLÁUDIA SOUZA, CALDANA, ADRIANA CRISTINA FERREIRA","Ambiente &amp; Sociedade; 20(4); 39-60","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400039&lang=pt" 
"S1414-753X2017000400127-scl","VULNERABILITY AND RESILIENCE: POTENTIALS, CONVERGENCES AND LIMITATIONS IN INTERDISCIPLINARY RESEARCH","LINDOSO, DIEGO PEREIRA","Ambiente &amp; Sociedade; 20(4); 127-144","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400127&lang=pt" 
"S1414-753X2017000400085-scl","FOREST AND POVERTY: A HISTORICAL EVIDENCE OF THE RELATIONSHIP BETWEEN SOCIAL INEQUALITY AND ENVIRONMENTAL HARM","PESTANO, JUAN RAMÓN NÚÑEZ","Ambiente &amp; Sociedade; 20(4); 85-102","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400085&lang=pt" 
"S1414-753X2017000400209-scl","ENVIRONMENTAL PUBLIC EXPENSES: AN INTEGRATIVE LITERATURE REVIEW AND FUTURE RESEARCH AGENDA","PACHECO, LARISSA MARCHIORI, DANTAS, MARINA KOLLAND, PASSADOR, CLÁUDIA SOUZA, LIBONI-AMUI, LARA BARTOCCI","Ambiente &amp; Sociedade; 20(4); 209-228","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400209&lang=pt" 
"S1414-753X2017000400169-scl","DECENTRALIZATION AND FISHERIES MANAGEMENT IN THE BRAZILIAN AMAZON: RESOURCE RIGHTS AND ACCOUNTABILITY","OVIEDO, ANTONIO F. P., BURSZTYN, MARCEL","Ambiente &amp; Sociedade; 20(4); 169-190","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400169&lang=pt" 
"S1414-753X2017000400229-scl","Errata","","Ambiente &amp; Sociedade; 20(4); 229-229","Ambiente &amp; Sociedade","Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400229&lang=pt" 
"S1414-753X2017000400001-scl","INNOVATION AND SUSTAINABILITY","JACOBI, PEDRO ROBERTO, GIATTI, LEANDRO","Ambiente &amp; Sociedade; 20(4); I-IV","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400001&lang=pt" 
"S1414-753X2017000400002-scl","URBAN AND ENVIRONMENTAL MANAGEMENT CHALLENGES CONSIDERING TRANSFORMATIONS IN PROPERTY LAW IN BRAZIL","SILVA, SANDRA REGINA MOTA, TEIXEIRA, BERNARDO ARANTES DO NASCIMENTO","Ambiente &amp; Sociedade; 20(4); 1-18","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400002&lang=pt" 
"S1414-753X2017000400019-scl","FIRES IN BRAZILIAN AMAZON: WHY DOES POLICY HAVE A LIMITED IMPACT?","FONSECA-MORELLO, THIAGO, RAMOS, ROSSANO, STEIL, LARA, PARRY, LUKE, BARLOW, JOS, MARKUSSON, NILS, FERREIRA, AMANDA","Ambiente &amp; Sociedade; 20(4); 19-38","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000400019&lang=pt" 
"S1414-753X2017000300225-scl","POWER-KNOWLEDGE RELATIONS IN THE FIELD OF POLITICAL ECOLOGY","LEFF, ENRIQUE","Ambiente &amp; Sociedade; 20(3); 225-256","Ambiente &amp; Sociedade","Espanhol, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300225&lang=pt" 
"S1414-753X2017000300061-scl","SOCIAL AND ENVIRONMENTAL JUSTICE IN BASIC SANITATION: A VIEW ON MUNICIPAL PLANNING EXPERIENCES","ATAIDE, GABRIELA VIEIRA DE TOLEDO LISBOA, BORJA, PATRÍCIA CAMPOS","Ambiente &amp; Sociedade; 20(3); 61-78","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300061&lang=pt" 
"S1414-753X2017000300021-scl","NOT ALL GLITTERS IN THE BLACK GOLD: UNCERTAINTIES AND ENVIRONMENTAL THREATS OF THE BRAZILIAN PRE-SALT","VIGLIO, JOSÉ EDUARDO, GIULIO, GABRIELA MARQUES DI, FERREIRA, LÚCIA DA COSTA","Ambiente &amp; Sociedade; 20(3); 21-38","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300021&lang=pt" 
"S1414-753X2017000300001-scl","EXTREME EVENTS, URGENCIES, AND CLIMATE CHANGE","Jacobi, Pedro Roberto, Giatti, Leandro","Ambiente &amp; Sociedade; 20(3); i-iv","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300001&lang=pt" 
"S1414-753X2017000300177-scl","THE CHALLENGES OF THE ANTHROPOCENE: FROM INTERNATIONAL ENVIRONMENTAL POLITICS TO GLOBAL GOVERNANCE","FRANCHINI, MATÍAS, VIOLA, EDUARDO, BARROS-PLATIAU, ANA FLÁVIA","Ambiente &amp; Sociedade; 20(3); 177-202","Ambiente &amp; Sociedade","Espanhol, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300177&lang=pt" 
"S1414-753X2017000300271-scl","POLITICS AND CLIMATE CHANGE: EXPLORING THE RELATIONSHIP BETWEEN POLITICAL PARTIES AND CLIMATE ISSUES IN LATIN AMERICA","RYAN, DANIEL","Ambiente &amp; Sociedade; 20(3); 271-286","Ambiente &amp; Sociedade","Espanhol, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300271&lang=pt" 
"S1414-753X2017000300002-scl","ANALYSIS OF ENVIRONMENTAL ATTITUDES AND BEHAVIORS: AN EXPLORATORY STUDY WITH A SAMPLE OF BRAZILIAN UNIVERSITY STUDENTS","AMÉRIGO, MARÍA, GARCÍA, JUAN A., CÔRTES, PEDRO L.","Ambiente &amp; Sociedade; 20(3); 1-20","Ambiente &amp; Sociedade","Português, Espanhol, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300002&lang=pt" 
"S1414-753X2017000300115-scl","DAM-FORCED DISPLACEMENT AND SOCIAL-ECOLOGICAL RESILIENCE: THE BARRA GRANDE HYDROPOWER PLANT IN SOUTHERN BRAZIL","ROQUETTI, DANIEL RONDINELLI, MORETTO, EVANDRO MATEUS, PULICE, SÉRGIO MANTOVANI PAIVA","Ambiente &amp; Sociedade; 20(3); 115-134","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300115&lang=pt" 
"S1414-753X2017000300097-scl","WALKING ETHNOGRAPHY FOR THE COMPREHENSION OF CORPORAL AND MULTISENSORIAL INTERACTIONS IN ENVIRONMENTAL EDUCATION","IARED, VALÉRIA GHISLOTI, OLIVEIRA, HAYDÉE TORRES DE","Ambiente &amp; Sociedade; 20(3); 97-114","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300097&lang=pt" 
"S1414-753X2017000300257-scl","SHARED USE OF TRANSBOUNDARY WATER RESOURCES IN LA PLATA RIVER BASIN: UTOPIA OR REALITY?","RIBEIRO, WAGNER COSTA","Ambiente &amp; Sociedade; 20(3); 257-270","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300257&lang=pt" 
"S1414-753X2017000300039-scl","THE INTERDEPENDENCE OF CLIMATE AND SOCIOECONOMIC VULNERABILITY IN THE ABC PAULISTA REGION","VALVERDE, MARÍA CLEOFÉ","Ambiente &amp; Sociedade; 20(3); 39-60","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300039&lang=pt" 
"S1414-753X2017000300155-scl","ENVIRONMENTAL IMPACT ASSESSMENT UNDER AN ECOSYSTEM APPROACH: THE SÃO SEBASTIÃO HARBOR EXPANSION PROJECT","TURRA, ALEXANDER, AMARAL, ANTONIA CECÍLIA ZACAGNINI, CIOTTI, AUREA MARIA, WONGTSCHOWSKI, CARMEN L.D.B. ROSSI, SCHAEFFER-NOVELLI, YARA, MARQUES, ANTONIO CARLOS, SIEGLE, EDUARDO, SINISGALLI, PAULO ANTONIO DE ALMEIDA, SANTOS, CLÁUDIA REGINA DOS, CARMO, ALINE BORGES DO","Ambiente &amp; Sociedade; 20(3); 155-176","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300155&lang=pt" 
"S1414-753X2017000300203-scl","SECURITISATION OF CLIMATE CHANGE: THE RISK OF EXAGGERATION","WARNER, JEROEN, BOAS, INGRID","Ambiente &amp; Sociedade; 20(3); 203-224","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300203&lang=pt" 
"S1414-753X2017000300135-scl","ENVIRONMENTAL EDUCATION IN TIMES OF CRISIS. WHERE IS IT WHEN IT IS MOST NECESSARY?","NÚÑEZ, MARÍA BARBA, CASTRO, CARMEN MORÁN DE, CARTEA, PABLO MEIRA","Ambiente &amp; Sociedade; 20(3); 135-154","Ambiente &amp; Sociedade","Espanhol, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300135&lang=pt" 
"S1414-753X2017000300079-scl","THE MEANING AND RELEVANCE OF ECOVILLAGES FOR THE CONSTRUCTION OF SUSTAINABLE SOCIETAL ALTERNATIVES","DIAS, MARIA ACCIOLY, LOUREIRO, CARLOS FREDERICO B., CHEVITARESE, LEANDRO, SOUZA, CECÍLIA DE MELLO E","Ambiente &amp; Sociedade; 20(3); 79-96","Ambiente &amp; Sociedade","Português, Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000300079&lang=pt" 
"S1414-753X2017000200221-scl","RISKS AND ENVIRONMENTAL GOVERNANCE IN BAIXADA SANTISTA: CLIMATE POLICIES OR DISASTER MANAGEMENT?","SOUZA, LUIZ ENRIQUE VIEIRA DE","Ambiente &amp; Sociedade; 20(2); 221-226","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200221&lang=pt" 
"S1414-753X2017000200227-scl","THE FIRST ANTROPOCENE UTOPIA","VEIGA, JOSÉ ELI DA","Ambiente &amp; Sociedade; 20(2); 227-246","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200227&lang=pt" 
"S1414-753X2017000200121-scl","ENVIRONMENTAL CONFLICTS AND PUBLIC DELIBERATION ARENAS AROUND THE ENVIRONMENTAL ISSUE IN ARGENTINA","MERLINSKY, MARÍA GABRIELA","Ambiente &amp; Sociedade; 20(2); 121-138","Ambiente &amp; Sociedade","Inglês, Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200121&lang=pt" 
"S1414-753X2017000200159-scl","URBAN PLANNING, AGENTS AND REPRESENTATIONS: CREATION OF THE BANHADO, SÃO JOSÉ DOS CAMPOS LANDMARK","SILVA, DOUGLAS ALMEIDA, VIANNA, PAULA VILHENA CARNEVALE, ZANETTI, VALÉRIA REGINA","Ambiente &amp; Sociedade; 20(2); 159-180","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200159&lang=pt" 
"S1414-753X2017000200105-scl","GOVERNANCES AND INVISIBILITIES: INTERESTS AND RATIONALITIES IN THE SOCIO-ENVIRONMENTAL REGULATION OF SALMON FARMING IN CHILE","AGUAYO, BEATRIZ EUGENIA CID, PARRA, JOSÉ MANUEL BARRIGA","Ambiente &amp; Sociedade; 20(2); 105-120","Ambiente &amp; Sociedade","Inglês, Espanhol","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200105&lang=pt" 
"S1414-753X2017000200000-scl","NEXUS FOR SUSTAINABILITY: SEARCHING FOR A NEW RATIONALITY","Jacobi, Pedro Roberto, Giatti, Leandro","Ambiente &amp; Sociedade; 20(2); i-ii","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200000&lang=pt" 
"S1414-753X2017000200201-scl","APPLYING A SUSTAINABILITY INDEX TO THE JAPARATUBA RIVER WATHERSHED IN SERGIPE STATE","MAYNARD, ISABELLA FERREIRA NASCIMENTO, CRUZ, MARCUS AURÉLIO SOARES, GOMES, LAURA JANE","Ambiente &amp; Sociedade; 20(2); 201-220","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200201&lang=pt" 
"S1414-753X2017000200077-scl","THE EFFECTIVENESS OF ENVIRONMENTAL IMPACT ASSESSMENT SYSTEMS IN SÃO PAULO AND MINAS GERAIS STATES","ALMEIDA, MARIA RITA RAIMUNDO E, MONTAÑO, MARCELO","Ambiente &amp; Sociedade; 20(2); 77-104","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200077&lang=pt" 
"S1414-753X2017000200019-scl","SOCIOECONOMIC INDICATORS AND DESERTIFICATION IN THE UPPER COURSE OF THE PARAÍBA RIVER WATERSHED","ALVES, TELMA LUCIA BEZERRA, AZEVEDO, PEDRO VIEIRA DE, CÂNDIDO, GESINALDO ATAÍDE","Ambiente &amp; Sociedade; 20(2); 19-38","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200019&lang=pt" 
"S1414-753X2017000200039-scl","ACTORS AND NETWORKS IN THE DEVELOPMENT OF ENVIRONMENTAL TERRITORIES: THE CASE OF THE RIGHT WHALE ENVIRONMENTAL PROTECTION AREA","MARTINS, ANDREZA, DIAS, LEILA CHRISTINA","Ambiente &amp; Sociedade; 20(2); 39-58","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200039&lang=pt" 
"S1414-753X2017000200001-scl","NATURAL DISASTERS: ALTRUISM, INTERESTS, AND OPPORTUNITIES","ULTRAMARI, CLOVIS, SZUCHMAN, TAMI","Ambiente &amp; Sociedade; 20(2); 1-18","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200001&lang=pt" 
"S1414-753X2017000200059-scl","EFFICACY OF DIFFERENT STRATEGIES IN ENVIRONMENTAL EDUCATION TEACHING: ASSOCIATION BETWEEN RESEARCH AND UNIVERSITY EXTENSION","NUNES, MARIA ERIVANIR RODRIGUES, FRANÇA, LEONARDO FERNANDES, PAIVA, LUCIANA VIEIRA DE","Ambiente &amp; Sociedade; 20(2); 59-76","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200059&lang=pt" 
"S1414-753X2017000200181-scl","REGULARIZATION OF LEGAL RESERVE DEBTS: PERCEPTIONS OF RURAL PRODUCERS IN THE STATE OF PARÁ AND MATO GROSSO IN BRAZIL","PACHECO, RAYANE, RAJÃO, RAONI, SOARES-FILHO, BRITALDO, HOFF, RICHARD VAN DER","Ambiente &amp; Sociedade; 20(2); 181-200","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200181&lang=pt" 
"S1414-753X2017000200139-scl","QUILOMBOLAS AS “GREEN COLLECTIVES”: CONTESTING AND INCORPORATING ENVIRONMENTALISM IN THE ATLANTIC FOREST, BRAZIL","PENNA-FIRME, RODRIGO, BRONDÍZIO, EDUARDO S.","Ambiente &amp; Sociedade; 20(2); 139-158","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000200139&lang=pt" 
"S1414-753X2017000100065-scl","GIs AND ENVIRONMENTAL CONSERVATION - NOTES ON EXPERIENCES IN DIFFERENT IBERIAN-AMERICAN CONTEXTS","FROEHLICH, JOSÉ MARCOS, CORCHUELO, SANTIAGO AMAYA","Ambiente &amp; Sociedade; 20(1); 65-82","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000100065&lang=pt" 
"S1414-753X2017000100293-scl","THE GOVERNANCE OF LOCAL PRODUCTIVE ARRANGEMENTS (LPA) FOR THE STRATEGIC MANAGEMENT OF GEOGRAPHICAL INDICATIONS (GIS)","CONEJERO, MARCO ANTONIO, CÉSAR, ALDARA DA SILVA","Ambiente &amp; Sociedade; 20(1); 293-314","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000100293&lang=pt" 
"S1414-753X2017000100203-scl","VINCENT AND ELINOR OSTROM: TWO CONFLUENT TRAJECTORIES FOR THE GOVERNANCE OF COMMON PROPERTY RESOURCES","CAPELARI, MAURO GUILHERME MAIDANA, CALMON, PAULO CARLOS DU PIN, ARAÚJO, SUELY MARA VAZ GUIMARÃES DE","Ambiente &amp; Sociedade; 20(1); 203-222","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000100203&lang=pt" 
"S1414-753X2017000100261-scl","WHAT DOES THE ACADEMIC RESEARCH SAY ABOUT IMPACT ASSESSMENT AND ENVIRONMENTAL LICENSING IN BRAZIL?","DUARTE, CARLA GRIGOLETTO, DIBO, ANA PAULA ALVES, SÁNCHEZ, LUIS ENRIQUE","Ambiente &amp; Sociedade; 20(1); 261-292","Ambiente &amp; Sociedade","Inglês, Português","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000100261&lang=pt" 
"S1414-753X2017000100239-scl","PROTECTED AREAS AND THEIR MULTIPLE TERRITORIALITIES - A SOCIAL AND ENVIRONMENTAL REFLECTION ON CATIMBAU NATIONAL PARK - BRAZIL","MACHADO, CÉLIA CRISTINA CLEMENTE, GONÇALVES, CLÁUDIO UBIRATAN, ALBUQUERQUE, MANOEL BANDEIRA DE, PEREIRA, EUGÊNIA C.","Ambiente &amp; Sociedade; 20(1); 239-260","Ambiente &amp; Sociedade","Inglês","2017","http://www.scielo.br/scielo.php?script=sci_arttext&pid=S1414-753X2017000100239&lang=pt" 
